ID,Location,Language,NumberOfSpeakers
17,Illinois,Filipino,11802
17,Illinois,Tagalog,24877
17,Illinois,Cebuano,1819
17,Illinois,Ilocano,0
17,Illinois,Other Philippine languages,333
17,Illinois,Chamorro,199
17,Illinois,Marshallese,0
17,Illinois,Chuukese,0
17,Illinois,Samoan,91
17,Illinois,Tongan,0
17,Illinois,Hawaiian,132
17,Illinois,Other Eastern Malayo-Polynesian languages,54
17,Illinois,Arabic,26539
17,Illinois,Hebrew,4051
17,Illinois,Assyrian Neo-Aramaic,3893
17,Illinois,Chaldean Neo-Aramaic,400
17,Illinois,Amharic,1809
17,Illinois,Tigrinya,256
17,Illinois,Oromo,71
17,Illinois,Somali,503
17,Illinois,Other Afro-Asiatic languages,237
17,Illinois,Nilo-Saharan languages,0
17,Illinois,Swahili,1010
17,Illinois,Ganda,45
17,Illinois,Shona,0
17,Illinois,Other Bantu languages,1775
17,Illinois,Manding languages,0
17,Illinois,Other Mande languages,0
17,Illinois,Fulah,156
17,Illinois,Wolof,0
17,Illinois,Akan (incl. Twi),1745
17,Illinois,Ga,224
17,Illinois,Gbe languages,748
17,Illinois,Yoruba,5563
17,Illinois,Edoid languages,377
17,Illinois,Igbo,1799
17,Illinois,Other Niger-Congo languages,402
17,Illinois,Other languages of Africa,509
17,Illinois,Aleut languages,0
17,Illinois,Ojibwa,66
17,Illinois,Apache languages,0
17,Illinois,Navajo,9
17,Illinois,Dakota languages,0
17,Illinois,Muskogean languages,0
17,Illinois,Keres,0
17,Illinois,Cherokee,0
17,Illinois,Uto-Aztecan languages,0
17,Illinois,Other Native North American languages,0
17,Illinois,Other Central and South American languages,0
17,Illinois,English only household,3759959
17,Illinois,Other and unspecified languages,229
18,Indiana,Total Indiana,2921115
18,Indiana,N/A (GQ/vacant),323346
18,Indiana,Jamaican Creole English,61
18,Indiana,Other English-based Creole languages,0
18,Indiana,Haitian,1301
18,Indiana,Kabuverdianu,0
18,Indiana,German,16022
18,Indiana,Swiss German,533
18,Indiana,Pennsylvania German,7314
18,Indiana,Yiddish,0
18,Indiana,Dutch,4097
18,Indiana,Afrikaans,422
18,Indiana,Swedish,268
18,Indiana,Danish,142
18,Indiana,Norwegian,0
18,Indiana,Italian,2692
18,Indiana,French,9761
18,Indiana,Cajun French,96
18,Indiana,Spanish,114178
18,Indiana,Portuguese,1074
18,Indiana,Romanian,781
18,Indiana,Irish,0
18,Indiana,Greek,922
18,Indiana,Albanian,0
18,Indiana,Russian,2432
18,Indiana,Ukrainian,874
18,Indiana,Czech,0
18,Indiana,Slovak,96
18,Indiana,Polish,3075
18,Indiana,Bulgarian,0
18,Indiana,Macedonian,774
18,Indiana,Serbocroatian,0
18,Indiana,Bosnian,1307
18,Indiana,Croatian,139
18,Indiana,Serbian,1032
18,Indiana,Lithuanian,156
18,Indiana,Latvian,205
18,Indiana,Armenian,0
18,Indiana,Farsi,317
18,Indiana,Dari,0
18,Indiana,Kurdish,0
18,Indiana,Pashto,152
18,Indiana,India N.E.C.,336
18,Indiana,Hindi,4679
18,Indiana,Urdu,1623
18,Indiana,Bengali,845
18,Indiana,Punjabi,2593
18,Indiana,Konkani,131
18,Indiana,Marathi,961
18,Indiana,Gujarati,1726
18,Indiana,Nepali,0
18,Indiana,Pakistan N.E.C.,0
18,Indiana,Sinhala,104
18,Indiana,Other Indo-Iranian languages,0
18,Indiana,Other Indo-European languages,0
18,Indiana,Finnish,137
18,Indiana,Hungarian,130
18,Indiana,Turkish,89
18,Indiana,Mongolian,87
18,Indiana,Telugu,1112
18,Indiana,Kannada,0
18,Indiana,Malayalam,0
18,Indiana,Tamil,2033
18,Indiana,Khmer,327
18,Indiana,Vietnamese,3196
18,Indiana,Chinese,7898
18,Indiana,Mandarin,1848
18,Indiana,Min Nan Chinese,206
18,Indiana,Cantonese,398
18,Indiana,Tibetan,0
18,Indiana,Burmese,3418
18,Indiana,Chin languages,1350
18,Indiana,Karen languages,229
18,Indiana,Thai,1827
18,Indiana,Lao,539
18,Indiana,Iu Mien,0
18,Indiana,Hmong,0
18,Indiana,Japanese,3578
18,Indiana,Korean,4746
18,Indiana,Malay,82
18,Indiana,Indonesian,303
18,Indiana,Other languages of Asia,248
18,Indiana,Filipino,2253
18,Indiana,Tagalog,4831
18,Indiana,Cebuano,684
18,Indiana,Ilocano,0
18,Indiana,Other Philippine languages,0
18,Indiana,Chamorro,90
18,Indiana,Marshallese,0
18,Indiana,Chuukese,0
18,Indiana,Samoan,235
18,Indiana,Tongan,0
18,Indiana,Hawaiian,0
18,Indiana,Other Eastern Malayo-Polynesian languages,0
18,Indiana,Arabic,5845
18,Indiana,Hebrew,214
18,Indiana,Assyrian Neo-Aramaic,0
18,Indiana,Chaldean Neo-Aramaic,0
18,Indiana,Amharic,292
18,Indiana,Tigrinya,0
18,Indiana,Oromo,0
18,Indiana,Somali,0
18,Indiana,Other Afro-Asiatic languages,73
18,Indiana,Nilo-Saharan languages,0
18,Indiana,Swahili,1827
18,Indiana,Ganda,0
18,Indiana,Shona,0
18,Indiana,Other Bantu languages,639
18,Indiana,Manding languages,0
18,Indiana,Other Mande languages,139
18,Indiana,Fulah,0
18,Indiana,Wolof,0
18,Indiana,Akan (incl. Twi),154
18,Indiana,Ga,0
18,Indiana,Gbe languages,0
18,Indiana,Yoruba,2170
18,Indiana,Edoid languages,0
18,Indiana,Igbo,458
18,Indiana,Other Niger-Congo languages,0
18,Indiana,Other languages of Africa,643
18,Indiana,Aleut languages,0
18,Indiana,Ojibwa,0
18,Indiana,Apache languages,0
18,Indiana,Navajo,152
18,Indiana,Dakota languages,0
18,Indiana,Muskogean languages,0
18,Indiana,Keres,0
18,Indiana,Cherokee,258
18,Indiana,Uto-Aztecan languages,0
18,Indiana,Other Native North American languages,10
18,Indiana,Other Central and South American languages,300
18,Indiana,English only household,2359106
18,Indiana,Other and unspecified languages,394
19,Iowa,Total Iowa,1418600
19,Iowa,N/A (GQ/vacant),131374
19,Iowa,Jamaican Creole English,0
19,Iowa,Other English-based Creole languages,0
19,Iowa,Haitian,0
19,Iowa,Kabuverdianu,0
19,Iowa,German,6244
19,Iowa,Swiss German,0
19,Iowa,Pennsylvania German,206
19,Iowa,Yiddish,275
19,Iowa,Dutch,933
19,Iowa,Afrikaans,468
19,Iowa,Swedish,0
19,Iowa,Danish,133
19,Iowa,Norwegian,88
19,Iowa,Italian,1154
19,Iowa,French,3776
19,Iowa,Cajun French,0
19,Iowa,Spanish,59357
19,Iowa,Portuguese,64
19,Iowa,Romanian,181
19,Iowa,Irish,0
19,Iowa,Greek,24
19,Iowa,Albanian,272
19,Iowa,Russian,1820
19,Iowa,Ukrainian,269
19,Iowa,Czech,597
19,Iowa,Slovak,0
19,Iowa,Polish,398
19,Iowa,Bulgarian,0
19,Iowa,Macedonian,0
19,Iowa,Serbocroatian,197
19,Iowa,Bosnian,3857
19,Iowa,Croatian,0
19,Iowa,Serbian,141
19,Iowa,Lithuanian,0
19,Iowa,Latvian,235
19,Iowa,Armenian,0
19,Iowa,Farsi,457
19,Iowa,Dari,0
19,Iowa,Kurdish,0
19,Iowa,Pashto,0
19,Iowa,India N.E.C.,0
19,Iowa,Hindi,2920
19,Iowa,Urdu,205
19,Iowa,Bengali,280
19,Iowa,Punjabi,55
19,Iowa,Konkani,55
19,Iowa,Marathi,193
19,Iowa,Gujarati,129
19,Iowa,Nepali,913
19,Iowa,Pakistan N.E.C.,0
19,Iowa,Sinhala,0
19,Iowa,Other Indo-Iranian languages,0
19,Iowa,Other Indo-European languages,0
19,Iowa,Finnish,0
19,Iowa,Hungarian,0
19,Iowa,Turkish,0
19,Iowa,Mongolian,0
19,Iowa,Telugu,1009
19,Iowa,Kannada,159
19,Iowa,Malayalam,558
19,Iowa,Tamil,0
19,Iowa,Khmer,1192
19,Iowa,Vietnamese,4431
19,Iowa,Chinese,4501
19,Iowa,Mandarin,938
19,Iowa,Min Nan Chinese,110
19,Iowa,Cantonese,279
19,Iowa,Tibetan,0
19,Iowa,Burmese,0
19,Iowa,Chin languages,682
19,Iowa,Karen languages,245
19,Iowa,Thai,702
19,Iowa,Lao,1000
19,Iowa,Iu Mien,0
19,Iowa,Hmong,406
19,Iowa,Japanese,1023
19,Iowa,Korean,2399
19,Iowa,Malay,0
19,Iowa,Indonesian,0
19,Iowa,Other languages of Asia,0
19,Iowa,Filipino,868
19,Iowa,Tagalog,878
19,Iowa,Cebuano,101
19,Iowa,Ilocano,0
19,Iowa,Other Philippine languages,0
19,Iowa,Chamorro,0
19,Iowa,Marshallese,48
19,Iowa,Chuukese,0
19,Iowa,Samoan,0
19,Iowa,Tongan,0
19,Iowa,Hawaiian,0
19,Iowa,Other Eastern Malayo-Polynesian languages,0
19,Iowa,Arabic,5273
19,Iowa,Hebrew,22
19,Iowa,Assyrian Neo-Aramaic,0
19,Iowa,Chaldean Neo-Aramaic,0
19,Iowa,Amharic,1009
19,Iowa,Tigrinya,0
19,Iowa,Oromo,616
19,Iowa,Somali,0
19,Iowa,Other Afro-Asiatic languages,0
19,Iowa,Nilo-Saharan languages,1117
19,Iowa,Swahili,1490
19,Iowa,Ganda,0
19,Iowa,Shona,0
19,Iowa,Other Bantu languages,513
19,Iowa,Manding languages,0
19,Iowa,Other Mande languages,480
19,Iowa,Fulah,0
19,Iowa,Wolof,76
19,Iowa,Akan (incl. Twi),0
19,Iowa,Ga,0
19,Iowa,Gbe languages,73
19,Iowa,Yoruba,0
19,Iowa,Edoid languages,0
19,Iowa,Igbo,0
19,Iowa,Other Niger-Congo languages,0
19,Iowa,Other languages of Africa,0
19,Iowa,Aleut languages,0
19,Iowa,Ojibwa,0
19,Iowa,Apache languages,0
19,Iowa,Navajo,64
19,Iowa,Dakota languages,0
19,Iowa,Muskogean languages,0
19,Iowa,Keres,0
19,Iowa,Cherokee,0
19,Iowa,Uto-Aztecan languages,0
19,Iowa,Other Native North American languages,711
19,Iowa,Other Central and South American languages,0
19,Iowa,English only household,1168260
19,Iowa,Other and unspecified languages,97
20,Kansas,Total Kansas,1288430
20,Kansas,N/A (GQ/vacant),150105
20,Kansas,Jamaican Creole English,274
20,Kansas,Other English-based Creole languages,0
20,Kansas,Haitian,0
20,Kansas,Kabuverdianu,0
20,Kansas,German,6508
20,Kansas,Swiss German,35
20,Kansas,Pennsylvania German,217
20,Kansas,Yiddish,88
20,Kansas,Dutch,190
20,Kansas,Afrikaans,363
20,Kansas,Swedish,55
20,Kansas,Danish,44
20,Kansas,Norwegian,11
20,Kansas,Italian,140
20,Kansas,French,3051
20,Kansas,Cajun French,0
20,Kansas,Spanish,77469
20,Kansas,Portuguese,1382
20,Kansas,Romanian,741
20,Kansas,Irish,0
20,Kansas,Greek,233
20,Kansas,Albanian,0
20,Kansas,Russian,652
20,Kansas,Ukrainian,302
20,Kansas,Czech,89
20,Kansas,Slovak,0
20,Kansas,Polish,54
20,Kansas,Bulgarian,397
20,Kansas,Macedonian,0
20,Kansas,Serbocroatian,0
20,Kansas,Bosnian,19
20,Kansas,Croatian,0
20,Kansas,Serbian,0
20,Kansas,Lithuanian,0
20,Kansas,Latvian,38
20,Kansas,Armenian,0
20,Kansas,Farsi,731
20,Kansas,Dari,0
20,Kansas,Kurdish,0
20,Kansas,Pashto,0
20,Kansas,India N.E.C.,189
20,Kansas,Hindi,988
20,Kansas,Urdu,639
20,Kansas,Bengali,44
20,Kansas,Punjabi,271
20,Kansas,Konkani,0
20,Kansas,Marathi,190
20,Kansas,Gujarati,13
20,Kansas,Nepali,445
20,Kansas,Pakistan N.E.C.,0
20,Kansas,Sinhala,0
20,Kansas,Other Indo-Iranian languages,0
20,Kansas,Other Indo-European languages,0
20,Kansas,Finnish,0
20,Kansas,Hungarian,110
20,Kansas,Turkish,0
20,Kansas,Mongolian,0
20,Kansas,Telugu,2562
20,Kansas,Kannada,13
20,Kansas,Malayalam,324
20,Kansas,Tamil,308
20,Kansas,Khmer,515
20,Kansas,Vietnamese,5324
20,Kansas,Chinese,4631
20,Kansas,Mandarin,1481
20,Kansas,Min Nan Chinese,0
20,Kansas,Cantonese,300
20,Kansas,Tibetan,0
20,Kansas,Burmese,2067
20,Kansas,Chin languages,0
20,Kansas,Karen languages,0
20,Kansas,Thai,550
20,Kansas,Lao,2747
20,Kansas,Iu Mien,0
20,Kansas,Hmong,443
20,Kansas,Japanese,1245
20,Kansas,Korean,1078
20,Kansas,Malay,0
20,Kansas,Indonesian,0
20,Kansas,Other languages of Asia,135
20,Kansas,Filipino,574
20,Kansas,Tagalog,1340
20,Kansas,Cebuano,22
20,Kansas,Ilocano,0
20,Kansas,Other Philippine languages,0
20,Kansas,Chamorro,0
20,Kansas,Marshallese,0
20,Kansas,Chuukese,0
20,Kansas,Samoan,0
20,Kansas,Tongan,0
20,Kansas,Hawaiian,152
20,Kansas,Other Eastern Malayo-Polynesian languages,140
20,Kansas,Arabic,3331
20,Kansas,Hebrew,201
20,Kansas,Assyrian Neo-Aramaic,0
20,Kansas,Chaldean Neo-Aramaic,0
20,Kansas,Amharic,589
20,Kansas,Tigrinya,0
20,Kansas,Oromo,0
20,Kansas,Somali,149
20,Kansas,Other Afro-Asiatic languages,0
20,Kansas,Nilo-Saharan languages,0
20,Kansas,Swahili,1744
20,Kansas,Ganda,123
20,Kansas,Shona,0
20,Kansas,Other Bantu languages,469
20,Kansas,Manding languages,0
20,Kansas,Other Mande languages,0
20,Kansas,Fulah,0
20,Kansas,Wolof,0
20,Kansas,Akan (incl. Twi),202
20,Kansas,Ga,0
20,Kansas,Gbe languages,0
20,Kansas,Yoruba,0
20,Kansas,Edoid languages,0
20,Kansas,Igbo,0
20,Kansas,Other Niger-Congo languages,0
20,Kansas,Other languages of Africa,0
20,Kansas,Aleut languages,0
20,Kansas,Ojibwa,0
20,Kansas,Apache languages,0
20,Kansas,Navajo,193
20,Kansas,Dakota languages,706
20,Kansas,Muskogean languages,0
20,Kansas,Keres,0
20,Kansas,Cherokee,57
20,Kansas,Uto-Aztecan languages,0
20,Kansas,Other Native North American languages,326
20,Kansas,Other Central and South American languages,283
20,Kansas,English only household,1007773
20,Kansas,Other and unspecified languages,256
21,Kentucky,Total Kentucky,2006335
21,Kentucky,N/A (GQ/vacant),257613
21,Kentucky,Jamaican Creole English,0
21,Kentucky,Other English-based Creole languages,175
21,Kentucky,Haitian,425
21,Kentucky,Kabuverdianu,0
21,Kentucky,German,6675
21,Kentucky,Swiss German,196
21,Kentucky,Pennsylvania German,1677
21,Kentucky,Yiddish,0
21,Kentucky,Dutch,978
21,Kentucky,Afrikaans,548
21,Kentucky,Swedish,167
21,Kentucky,Danish,79
21,Kentucky,Norwegian,0
21,Kentucky,Italian,450
21,Kentucky,French,4856
21,Kentucky,Cajun French,0
21,Kentucky,Spanish,50622
21,Kentucky,Portuguese,1417
21,Kentucky,Romanian,73
21,Kentucky,Irish,16
21,Kentucky,Greek,352
21,Kentucky,Albanian,387
21,Kentucky,Russian,1765
21,Kentucky,Ukrainian,273
21,Kentucky,Czech,58
21,Kentucky,Slovak,194
21,Kentucky,Polish,513
21,Kentucky,Bulgarian,207
21,Kentucky,Macedonian,0
21,Kentucky,Serbocroatian,1004
21,Kentucky,Bosnian,850
21,Kentucky,Croatian,27
21,Kentucky,Serbian,131
21,Kentucky,Lithuanian,43
21,Kentucky,Latvian,0
21,Kentucky,Armenian,0
21,Kentucky,Farsi,405
21,Kentucky,Dari,113
21,Kentucky,Kurdish,0
21,Kentucky,Pashto,58
21,Kentucky,India N.E.C.,0
21,Kentucky,Hindi,1329
21,Kentucky,Urdu,605
21,Kentucky,Bengali,716
21,Kentucky,Punjabi,192
21,Kentucky,Konkani,0
21,Kentucky,Marathi,276
21,Kentucky,Gujarati,1579
21,Kentucky,Nepali,634
21,Kentucky,Pakistan N.E.C.,0
21,Kentucky,Sinhala,101
21,Kentucky,Other Indo-Iranian languages,332
21,Kentucky,Other Indo-European languages,0
21,Kentucky,Finnish,0
21,Kentucky,Hungarian,279
21,Kentucky,Turkish,605
21,Kentucky,Mongolian,208
21,Kentucky,Telugu,1231
21,Kentucky,Kannada,168
21,Kentucky,Malayalam,386
21,Kentucky,Tamil,1715
21,Kentucky,Khmer,325
21,Kentucky,Vietnamese,1494
21,Kentucky,Chinese,1529
21,Kentucky,Mandarin,1064
21,Kentucky,Min Nan Chinese,117
21,Kentucky,Cantonese,435
21,Kentucky,Tibetan,0
21,Kentucky,Burmese,456
21,Kentucky,Chin languages,775
21,Kentucky,Karen languages,486
21,Kentucky,Thai,293
21,Kentucky,Lao,107
21,Kentucky,Iu Mien,0
21,Kentucky,Hmong,172
21,Kentucky,Japanese,2077
21,Kentucky,Korean,1508
21,Kentucky,Malay,41
21,Kentucky,Indonesian,78
21,Kentucky,Other languages of Asia,0
21,Kentucky,Filipino,1673
21,Kentucky,Tagalog,2094
21,Kentucky,Cebuano,55
21,Kentucky,Ilocano,0
21,Kentucky,Other Philippine languages,0
21,Kentucky,Chamorro,35
21,Kentucky,Marshallese,0
21,Kentucky,Chuukese,0
21,Kentucky,Samoan,103
21,Kentucky,Tongan,0
21,Kentucky,Hawaiian,0
21,Kentucky,Other Eastern Malayo-Polynesian languages,0
21,Kentucky,Arabic,4028
21,Kentucky,Hebrew,0
21,Kentucky,Assyrian Neo-Aramaic,0
21,Kentucky,Chaldean Neo-Aramaic,0
21,Kentucky,Amharic,93
21,Kentucky,Tigrinya,57
21,Kentucky,Oromo,0
21,Kentucky,Somali,803
21,Kentucky,Other Afro-Asiatic languages,479
21,Kentucky,Nilo-Saharan languages,0
21,Kentucky,Swahili,1162
21,Kentucky,Ganda,0
21,Kentucky,Shona,0
21,Kentucky,Other Bantu languages,435
21,Kentucky,Manding languages,0
21,Kentucky,Other Mande languages,0
21,Kentucky,Fulah,0
21,Kentucky,Wolof,0
21,Kentucky,Akan (incl. Twi),89
21,Kentucky,Ga,0
21,Kentucky,Gbe languages,344
21,Kentucky,Yoruba,342
21,Kentucky,Edoid languages,0
21,Kentucky,Igbo,120
21,Kentucky,Other Niger-Congo languages,0
21,Kentucky,Other languages of Africa,66
21,Kentucky,Aleut languages,0
21,Kentucky,Ojibwa,0
21,Kentucky,Apache languages,0
21,Kentucky,Navajo,0
21,Kentucky,Dakota languages,52
21,Kentucky,Muskogean languages,0
21,Kentucky,Keres,0
21,Kentucky,Cherokee,42
21,Kentucky,Uto-Aztecan languages,0
21,Kentucky,Other Native North American languages,0
21,Kentucky,Other Central and South American languages,120
21,Kentucky,English only household,1640110
21,Kentucky,Other and unspecified languages,373
22,Louisiana,Total Louisiana,2089824
22,Louisiana,N/A (GQ/vacant),348752
22,Louisiana,Jamaican Creole English,69
22,Louisiana,Other English-based Creole languages,38
22,Louisiana,Haitian,2310
22,Louisiana,Kabuverdianu,0
22,Louisiana,German,3103
22,Louisiana,Swiss German,0
22,Louisiana,Pennsylvania German,0
22,Louisiana,Yiddish,36
22,Louisiana,Dutch,704
22,Louisiana,Afrikaans,21
22,Louisiana,Swedish,368
22,Louisiana,Danish,45
22,Louisiana,Norwegian,49
22,Louisiana,Italian,974
22,Louisiana,French,42737
22,Louisiana,Cajun French,8616
22,Louisiana,Spanish,68714
22,Louisiana,Portuguese,1775
22,Louisiana,Romanian,470
22,Louisiana,Irish,42
22,Louisiana,Greek,261
22,Louisiana,Albanian,0
22,Louisiana,Russian,1715
22,Louisiana,Ukrainian,0
22,Louisiana,Czech,167
22,Louisiana,Slovak,0
22,Louisiana,Polish,55
22,Louisiana,Bulgarian,242
22,Louisiana,Macedonian,0
22,Louisiana,Serbocroatian,0
22,Louisiana,Bosnian,81
22,Louisiana,Croatian,65
22,Louisiana,Serbian,61
22,Louisiana,Lithuanian,91
22,Louisiana,Latvian,0
22,Louisiana,Armenian,76
22,Louisiana,Farsi,118
22,Louisiana,Dari,0
22,Louisiana,Kurdish,0
22,Louisiana,Pashto,19
22,Louisiana,India N.E.C.,48
22,Louisiana,Hindi,1847
22,Louisiana,Urdu,373
22,Louisiana,Bengali,385
22,Louisiana,Punjabi,131
22,Louisiana,Konkani,0
22,Louisiana,Marathi,20
22,Louisiana,Gujarati,360
22,Louisiana,Nepali,466
22,Louisiana,Pakistan N.E.C.,0
22,Louisiana,Sinhala,718
22,Louisiana,Other Indo-Iranian languages,117
22,Louisiana,Other Indo-European languages,0
22,Louisiana,Finnish,0
22,Louisiana,Hungarian,130
22,Louisiana,Turkish,348
22,Louisiana,Mongolian,0
22,Louisiana,Telugu,533
22,Louisiana,Kannada,38
22,Louisiana,Malayalam,83
22,Louisiana,Tamil,218
22,Louisiana,Khmer,185
22,Louisiana,Vietnamese,9088
22,Louisiana,Chinese,2110
22,Louisiana,Mandarin,501
22,Louisiana,Min Nan Chinese,90
22,Louisiana,Cantonese,0
22,Louisiana,Tibetan,0
22,Louisiana,Burmese,528
22,Louisiana,Chin languages,93
22,Louisiana,Karen languages,0
22,Louisiana,Thai,594
22,Louisiana,Lao,493
22,Louisiana,Iu Mien,0
22,Louisiana,Hmong,0
22,Louisiana,Japanese,1460
22,Louisiana,Korean,1074
22,Louisiana,Malay,0
22,Louisiana,Indonesian,206
22,Louisiana,Other languages of Asia,0
22,Louisiana,Filipino,872
22,Louisiana,Tagalog,936
22,Louisiana,Cebuano,7
22,Louisiana,Ilocano,12
22,Louisiana,Other Philippine languages,0
22,Louisiana,Chamorro,123
22,Louisiana,Marshallese,50
22,Louisiana,Chuukese,0
22,Louisiana,Samoan,0
22,Louisiana,Tongan,0
22,Louisiana,Hawaiian,0
22,Louisiana,Other Eastern Malayo-Polynesian languages,16
22,Louisiana,Arabic,4597
22,Louisiana,Hebrew,171
22,Louisiana,Assyrian Neo-Aramaic,0
22,Louisiana,Chaldean Neo-Aramaic,0
22,Louisiana,Amharic,339
22,Louisiana,Tigrinya,41
22,Louisiana,Oromo,0
22,Louisiana,Somali,0
22,Louisiana,Other Afro-Asiatic languages,0
22,Louisiana,Nilo-Saharan languages,0
22,Louisiana,Swahili,305
22,Louisiana,Ganda,104
22,Louisiana,Shona,129
22,Louisiana,Other Bantu languages,112
22,Louisiana,Manding languages,0
22,Louisiana,Other Mande languages,0
22,Louisiana,Fulah,0
22,Louisiana,Wolof,0
22,Louisiana,Akan (incl. Twi),0
22,Louisiana,Ga,0
22,Louisiana,Gbe languages,0
22,Louisiana,Yoruba,123
22,Louisiana,Edoid languages,0
22,Louisiana,Igbo,180
22,Louisiana,Other Niger-Congo languages,0
22,Louisiana,Other languages of Africa,50
22,Louisiana,Aleut languages,0
22,Louisiana,Ojibwa,0
22,Louisiana,Apache languages,0
22,Louisiana,Navajo,0
22,Louisiana,Dakota languages,0
22,Louisiana,Muskogean languages,0
22,Louisiana,Keres,0
22,Louisiana,Cherokee,0
22,Louisiana,Uto-Aztecan languages,0
22,Louisiana,Other Native North American languages,130
22,Louisiana,Other Central and South American languages,45
22,Louisiana,English only household,1577353
22,Louisiana,Other and unspecified languages,118
23,Maine,Total Maine,750964
23,Maine,N/A (GQ/vacant),177344
23,Maine,Jamaican Creole English,0
23,Maine,Other English-based Creole languages,0
23,Maine,Haitian,0
23,Maine,Kabuverdianu,0
23,Maine,German,1964
23,Maine,Swiss German,0
23,Maine,Pennsylvania German,35
23,Maine,Yiddish,0
23,Maine,Dutch,365
23,Maine,Afrikaans,0
23,Maine,Swedish,121
23,Maine,Danish,108
23,Maine,Norwegian,0
23,Maine,Italian,665
23,Maine,French,21192
23,Maine,Cajun French,0
23,Maine,Spanish,7277
23,Maine,Portuguese,1384
23,Maine,Romanian,0
23,Maine,Irish,0
23,Maine,Greek,579
23,Maine,Albanian,0
23,Maine,Russian,211
23,Maine,Ukrainian,0
23,Maine,Czech,124
23,Maine,Slovak,0
23,Maine,Polish,322
23,Maine,Bulgarian,102
23,Maine,Macedonian,0
23,Maine,Serbocroatian,0
23,Maine,Bosnian,0
23,Maine,Croatian,0
23,Maine,Serbian,0
23,Maine,Lithuanian,0
23,Maine,Latvian,0
23,Maine,Armenian,133
23,Maine,Farsi,57
23,Maine,Dari,0
23,Maine,Kurdish,0
23,Maine,Pashto,0
23,Maine,India N.E.C.,0
23,Maine,Hindi,587
23,Maine,Urdu,0
23,Maine,Bengali,0
23,Maine,Punjabi,0
23,Maine,Konkani,0
23,Maine,Marathi,0
23,Maine,Gujarati,0
23,Maine,Nepali,0
23,Maine,Pakistan N.E.C.,0
23,Maine,Sinhala,0
23,Maine,Other Indo-Iranian languages,0
23,Maine,Other Indo-European languages,0
23,Maine,Finnish,0
23,Maine,Hungarian,0
23,Maine,Turkish,0
23,Maine,Mongolian,0
23,Maine,Telugu,0
23,Maine,Kannada,0
23,Maine,Malayalam,0
23,Maine,Tamil,0
23,Maine,Khmer,240
23,Maine,Vietnamese,1312
23,Maine,Chinese,381
23,Maine,Mandarin,370
23,Maine,Min Nan Chinese,0
23,Maine,Cantonese,83
23,Maine,Tibetan,0
23,Maine,Burmese,69
23,Maine,Chin languages,0
23,Maine,Karen languages,0
23,Maine,Thai,415
23,Maine,Lao,356
23,Maine,Iu Mien,0
23,Maine,Hmong,0
23,Maine,Japanese,430
23,Maine,Korean,232
23,Maine,Malay,0
23,Maine,Indonesian,0
23,Maine,Other languages of Asia,34
23,Maine,Filipino,142
23,Maine,Tagalog,395
23,Maine,Cebuano,0
23,Maine,Ilocano,0
23,Maine,Other Philippine languages,0
23,Maine,Chamorro,0
23,Maine,Marshallese,0
23,Maine,Chuukese,0
23,Maine,Samoan,66
23,Maine,Tongan,0
23,Maine,Hawaiian,71
23,Maine,Other Eastern Malayo-Polynesian languages,0
23,Maine,Arabic,802
23,Maine,Hebrew,0
23,Maine,Assyrian Neo-Aramaic,0
23,Maine,Chaldean Neo-Aramaic,0
23,Maine,Amharic,0
23,Maine,Tigrinya,0
23,Maine,Oromo,0
23,Maine,Somali,788
23,Maine,Other Afro-Asiatic languages,0
23,Maine,Nilo-Saharan languages,0
23,Maine,Swahili,26
23,Maine,Ganda,0
23,Maine,Shona,0
23,Maine,Other Bantu languages,362
23,Maine,Manding languages,0
23,Maine,Other Mande languages,0
23,Maine,Fulah,0
23,Maine,Wolof,0
23,Maine,Akan (incl. Twi),0
23,Maine,Ga,0
23,Maine,Gbe languages,0
23,Maine,Yoruba,0
23,Maine,Edoid languages,0
23,Maine,Igbo,0
23,Maine,Other Niger-Congo languages,353
23,Maine,Other languages of Africa,0
23,Maine,Aleut languages,0
23,Maine,Ojibwa,0
23,Maine,Apache languages,0
23,Maine,Navajo,0
23,Maine,Dakota languages,0
23,Maine,Muskogean languages,0
23,Maine,Keres,0
23,Maine,Cherokee,0
23,Maine,Uto-Aztecan languages,0
23,Maine,Other Native North American languages,478
23,Maine,Other Central and South American languages,0
23,Maine,English only household,530678
23,Maine,Other and unspecified languages,311
24,Maryland,Total Maryland,2470307
24,Maryland,N/A (GQ/vacant),243535
24,Maryland,Jamaican Creole English,1767
24,Maryland,Other English-based Creole languages,2303
24,Maryland,Haitian,5247
24,Maryland,Kabuverdianu,141
24,Maryland,German,11322
24,Maryland,Swiss German,337
24,Maryland,Pennsylvania German,447
24,Maryland,Yiddish,150
24,Maryland,Dutch,1452
24,Maryland,Afrikaans,287
24,Maryland,Swedish,444
24,Maryland,Danish,302
24,Maryland,Norwegian,620
24,Maryland,Italian,4737
24,Maryland,French,25648
24,Maryland,Cajun French,0
24,Maryland,Spanish,158464
24,Maryland,Portuguese,5486
24,Maryland,Romanian,829
24,Maryland,Irish,173
24,Maryland,Greek,4607
24,Maryland,Albanian,223
24,Maryland,Russian,10341
24,Maryland,Ukrainian,733
24,Maryland,Czech,499
24,Maryland,Slovak,89
24,Maryland,Polish,2357
24,Maryland,Bulgarian,1016
24,Maryland,Macedonian,0
24,Maryland,Serbocroatian,122
